,BLDG/RM,COURSE,CREDIT,CRN,DAY/TIME,FROM / TO,INSTR.,SECT,STATUS,SUBJ
183,PHIL 328AND2020 K 15ANDGOV 102,Intensv Intermed/Adv Arabic II,6.00,93176,MW02:20PM - 03:35PMANDTR02:20PM - 03:35PMANDF02:20PM - 03:10PM,01/13/14 - 04/28/14,"Taher, N",10,OPEN,ARAB
184,MPA 302,Media Arabic,4.00,92366,MW04:45PM - 06:00PM,01/13/14 - 04/28/14,"Derbi, M",10,OPEN,ARAB
185,DUQUES 361,Media Arabic,4.00,92367,TR12:45PM - 02:00PM,01/13/14 - 04/28/14,"Oraby, E",11,CLOSED,ARAB
186,SMTH 114,Survey of Western Art II,3.00,93260,TR12:45PM - 02:00PM,01/13/14 - 04/28/14,"Dumbadze, A",10,OPEN,"AH
	"
187,SMTH 115,Discussion,0.00,93461,F11:10AM - 12:00PM,01/13/14 - 04/28/14,"Dumbadze, A",30,OPEN,"AH
	"
188,SMTH 115,Discussion,0.00,93462,F12:10PM - 01:00PM,01/13/14 - 04/28/14,"Dumbadze, A",31,OPEN,"AH
	"
189,SMTH 115,Discussion,0.00,93463,F01:10PM - 02:00PM,01/13/14 - 04/28/14,"Dumbadze, A",32,OPEN,"AH
	"
190,SMTH 115,Discussion,0.00,93464,F02:10PM - 03:00PM,01/13/14 - 04/28/14,"Dumbadze, A",33,OPEN,"AH
	"
191,SMTH 114,AmericanArch:1860 to Present,3.00,94282,MW12:45PM - 02:00PM,01/13/14 - 04/28/14,"Longstreth, R",80,OPEN,"AH
	"
192,SMTH 114,Amer Architecture:1860-Present,3.00,94281,MW12:45PM - 02:00PM,01/13/14 - 04/28/14,"Longstreth, R",80,OPEN,AMST
193,SMTH 115,Hist-DecArts: AmericanHeritage,3.00,92537,W05:10PM - 07:40PM,01/13/14 - 04/28/14,"Carder, J",10,OPEN,"AH
	"
194,SMTH 114,History of Photography,3.00,96881,MW03:45PM - 05:00PM,01/13/14 - 04/28/14,"Gordon, S",10,OPEN,"AH
	"
195,SMTH 115,South Asian Art,3.00,92206,MW02:20PM - 03:35PM,01/13/14 - 04/28/14,"Francoeur, S",10,OPEN,"AH
	"
196,SMTH 115,EarlyChristn&ByzntnArt;&Arch;,3.00,96882,MW11:10AM - 12:25PM,01/13/14 - 04/28/14,"Natif, M",10,OPEN,"AH
	"
197,SMTH 114,ItalianArt&Arch;/13th-15thCent,3.00,96883,TR11:10AM - 12:25PM,01/13/14 - 04/28/14,"Jacks, P",10,OPEN,"AH
	"
198,SMTH 114,FrenchArt-Francis I-Henri IV,3.00,97560,TR09:35AM - 10:50AM,01/13/14 - 04/28/14,"von Barghahn-Calvetti, B",80,CLOSED,"AH
	"
199,SMTH 114,FrenchArt-Francis I-Henri IV,3.00,97591,TR09:35AM - 10:50AM,01/13/14 - 04/28/14,"von Barghahn-Calvetti, B",80,OPEN,"AH
	"
200,SMTH 114,FrenchArt-Francis I-Henri IV,3.00,97591,TR09:35AM - 10:50AM,01/13/14 - 04/28/14,"von Barghahn-Calvetti, B",80,OPEN,"AH
	"
201,SMTH 114,FrenchArt-Francis I-Henri IV,3.00,97560,TR09:35AM - 10:50AM,01/13/14 - 04/28/14,"von Barghahn-Calvetti, B",80,CLOSED,"AH
	"
202,,Span&PortArt;:ErlyKingdms-16thC,3.00,96884,,01/13/14 - 04/28/14,,10,CANCELLED,"AH
	"
203,SMTH 114,European Art: Late 19th Cent,3.00,97241,TR02:20PM - 03:35PM,01/13/14 - 04/28/14,"Robinson, L",80,CLOSED,"AH
	"
204,SMTH 114,European Art: Late 19th Cent,3.00,97592,TR02:20PM - 03:35PM,01/13/14 - 04/28/14,"Robinson, L",80,OPEN,"AH
	"
205,SMTH 114,European Art: Late 19th Cent,3.00,97592,TR02:20PM - 03:35PM,01/13/14 - 04/28/14,"Robinson, L",80,OPEN,"AH
	"
206,SMTH 114,European Art: Late 19th Cent,3.00,97241,TR02:20PM - 03:35PM,01/13/14 - 04/28/14,"Robinson, L",80,CLOSED,"AH
	"
207,SMTH 115,Mod Arch Eur & Amer 1750-2000,3.00,97012,M05:10PM - 07:40PM,01/13/14 - 04/28/14,"Rufino, S",10,OPEN,"AH
	"
208,SMTH 114,AmerArt intheEraof Natl Expnsn,3.00,96885,TR03:45PM - 05:00PM,01/13/14 - 04/28/14,"Bjelajac, D",80,OPEN,"AH
	"
209,SMTH 114,AmerArt intheEraof Natl Expnsn,3.00,95492,TR03:45PM - 05:00PM,01/13/14 - 04/28/14,"Bjelajac, D",80,OPEN,AMST
210,,Sem: Buddhism in Arts of Asia,3.00,97393,,01/13/14 - 04/28/14,,10,CANCELLED,"AH
	"
211,SMTH 106,Sem:War & Visual Culture,3.00,96886,T02:00PM - 04:30PM,01/13/14 - 04/28/14,"Obler, B",10,CLOSED,"AH
	"
212,,Independent Study in Art Hist,3.00,92207,,01/13/14 - 04/28/14,"Robinson, L",10,CLOSED,"AH
	"
213,,Internship in Art History,3.00,92285,,01/13/14 - 04/28/14,"Robinson, L",10,OPEN,"AH
	"
214,SMTH 106,Athenian Vases & MaterialCultr,3.00,97709,M09:30AM - 12:00PM,01/13/14 - 04/28/14,"Gondek, R",10,OPEN,"AH
	"
215,SMTH 106,The Body in Medvl Islamic Art,3.00,96887,M03:00PM - 05:30PM,01/13/14 - 04/28/14,"Natif, M",10,CLOSED,"AH
	"
216,,Experimental Photography,3.00,96778,,01/13/14 - 04/28/14,,10,CANCELLED,"FA
	"
217,SMTH 304,Handbuilt Ceramics,3.00,92751,TR09:35AM - 12:25PM,01/13/14 - 04/28/14,"Varga, J",10,OPEN,"FA
	"
218,SMTH 304,Handbuilt Ceramics,3.00,94972,MW12:45PM - 03:35PM,01/13/14 - 04/28/14,"Pattee, D",11,CLOSED,"FA
	"
219,SMTH 304,Handbuilt Ceramics,3.00,97437,TR12:45PM - 03:35PM,01/13/14 - 04/28/14,"Varga, J",12,OPEN,"FA
	"
220,,Wheelthrown Ceramics,3.00,92752,,01/13/14 - 04/28/14,,10,CANCELLED,"FA
	"
221,SMTH 304,Wheelthrown Ceramics,3.00,93136,TR03:55PM - 06:45PM,01/13/14 - 04/28/14,"Pichaske, L",11,OPEN,"FA
	"
222,SMTH 304,Wheelthrown Ceramics,3.00,94971,MW09:35AM - 12:25PM,01/13/14 - 04/28/14,"Pattee, D",12,OPEN,"FA
	"
223,SMTH 314,Sculpture I,3.00,92749,MW09:00AM - 12:00PM,01/13/14 - 04/28/14,"Fox, S",10,OPEN,"FA
	"
224,SMTH 314,Sculpture I,3.00,92750,MW01:00PM - 04:00PM,01/13/14 - 04/28/14,"Davis, B",11,OPEN,"FA
	"
225,,Sculpture I,3.00,94499,,01/13/14 - 04/28/14,,12,CANCELLED,"FA
	"
226,SMTH 314,Sculpture I,3.00,95442,F10:00AM - 04:00PM,01/13/14 - 04/28/14,"Sham, J",13,OPEN,"FA
	"
227,,Sculpture II,3.00,95715,,01/13/14 - 04/28/14,,10,CANCELLED,"FA
	"
228,SMTH 401B,Drawing I,3.00,92228,MW09:35AM - 12:25PM,01/13/14 - 04/28/14,"Wright, J",10,CLOSED,"FA
	"
229,SMTH 401A,Drawing I,3.00,91796,MW01:00PM - 04:00PM,01/13/14 - 04/28/14,"Arntzen, M",11,OPEN,"FA
	"
230,SMTH 401B,Drawing I,3.00,92725,TR09:35AM - 12:25PM,01/13/14 - 04/28/14,"Wright, J",12,OPEN,"FA
	"
231,SMTH 401A,Drawing I,3.00,92844,TR01:00PM - 04:00PM,01/13/14 - 04/28/14,"Johnson, M",13,CLOSED,"FA
	"
232,SMTH 501,Painting:  Visual Thinking,3.00,92755,MW01:00PM - 04:00PM,01/13/14 - 04/28/14,"Dolan, C",10,OPEN,"FA
	"
233,SMTH 501,Painting:  Visual Thinking,3.00,92756,MW06:00PM - 09:00PM,01/13/14 - 04/28/14,"Flick, J",11,OPEN,"FA
	"
234,SMTH 501,Painting:  Visual Thinking,3.00,95443,TR09:00AM - 12:00PM,01/13/14 - 04/28/14,"Johnson, M",12,OPEN,"FA
	"
235,SMTH 501,Painting:  Visual Thinking,3.00,95444,TR01:00PM - 04:00PM,01/13/14 - 04/28/14,"McCutcheon, M",13,OPEN,"FA
	"
236,COR 101,Stars/Planets/Life in the Univ,4.00,91713,MW11:10AM - 12:25PM,01/13/14 - 04/28/14,"Skelton, E",10,OPEN,ASTR
237,MON B33,Laboratory,0.00,94410,M05:10PM - 07:00PM,01/13/14 - 04/28/14,"Cabrera Carnero, I",31,OPEN,ASTR
238,MON B33,Laboratory,0.00,91716,M03:10PM - 05:00PM,01/13/14 - 04/28/14,,32,OPEN,ASTR
239,MON B33,Laboratory,0.00,93422,M07:10PM - 09:00PM,01/13/14 - 04/28/14,"Cabrera Carnero, I",33,OPEN,ASTR
240,MON 111,Stars/Planets/Life in the Univ,4.00,93747,MW06:00PM - 08:00PM,01/13/14 - 04/28/14,"Hahn, P; O'Donnell, C",11,OPEN,ASTR
241,,Laboratory,0.00,91714,,01/13/14 - 04/28/14,,30,CANCELLED,ASTR
242,COR 101,Origins of the Cosmos,4.00,94411,TR05:30PM - 06:45PM,01/13/14 - 04/28/14,"Corcoran, M",10,OPEN,ASTR
243,MON B33,Laboratory,0.00,94413,W03:10PM - 05:00PM,01/13/14 - 04/28/14,,30,OPEN,ASTR
244,MON B33,Laboratory,0.00,94414,W07:10PM - 09:00PM,01/13/14 - 04/28/14,"Bindra, R",31,OPEN,ASTR
245,MON B33,Laboratory,0.00,95176,R09:10AM - 11:00AM,01/13/14 - 04/28/14,,32,OPEN,ASTR
246,MON B33,Laboratory,0.00,94415,W05:10PM - 07:00PM,01/13/14 - 04/28/14,"Bindra, R",33,OPEN,ASTR
247,MON 111,Origins of the Cosmos,4.00,94412,TR09:00AM - 11:00AM,01/13/14 - 04/28/14,"Kung, B; Ishizuka, Y; Corsi, A",11,OPEN,ASTR
248,COR 209,Space Astrophysics,3.00,95501,TR02:20PM - 03:35PM,01/13/14 - 04/28/14,"Kargaltsev, O",10,OPEN,ASTR
249,,Undrgrd Rsch in Astrophysics,3.00,92554,,01/13/14 - 04/28/14,"Dhuga, K",10,OPEN,ASTR
250,,Undrgrd Rsch in Astrophysics,3.00,92765,,01/13/14 - 04/28/14,"Parke, W",11,OPEN,ASTR
251,,Undrgrd Rsch in Astrophysics,3.00,92766,,01/13/14 - 04/28/14,"Maximon, L",12,OPEN,ASTR
252,,Undrgrd Rsch in Astrophysics,3.00,96332,,01/13/14 - 04/28/14,"Kargaltsev, O",13,OPEN,ASTR
253,,Undrgrd Rsch in Astrophysics,3.00,96333,,01/13/14 - 04/28/14,"Corsi, A",14,OPEN,ASTR
254,ROSS 114,Biochemistry Laboratory,2.00,94114,T01:00PM - 05:00PM,01/13/14 - 04/28/14,"Vanderhoek, J",10,CLOSED,BIOC
255,SEE DEPT,Speical Topics in Biochemistry,2.00,95868,F01:00PM - 03:00PM,01/13/14 - 04/28/14,"Vanderhoek, J",80,OPEN,BIOC
256,SEE DEPT,Special Topics in Biochemistry,2.00,95867,F01:00PM - 03:00PM,01/13/14 - 04/28/14,"Vanderhoek, J",80,OPEN,BISC
257,SEE DEPT,"Diet, Health, and Longevity",3.00,97321,TR02:20PM - 04:00PM,01/13/14 - 04/28/14,"Han, Z",10,OPEN,BIOC
258,SEE DEPT,Lipid Biotechnology,2.00,95870,R01:00PM - 05:00PM,01/13/14 - 04/28/14,"Vanderhoek, J",80,OPEN,BIOC
259,SEE DEPT,Lipid Biotechnology,2.00,93505,R01:00PM - 05:00PM,01/13/14 - 04/28/14,"Vanderhoek, J",80,OPEN,BISC
260,SEE DEPT,Projects in Biomed Informatics,1.00 TO   2.00,97057,,01/13/14 - 04/28/14,"Mazumder, R",10,OPEN,BIOC
261,SEE DEPT,Undergraduate Research,1.00,95869,,01/13/14 - 04/28/14,"Vanderhoek, J",10,OPEN,BIOC
262,ROSS 229,Science&Medicine;:PricelessJrny,3.00,94828,M04:00PM - 06:30PM,01/13/14 - 04/28/14,"Kumar, R; Murad, F",80,OPEN,BIOC
263,ROSS 229,Science&Medicine;:PricelessJrny,3.00,94620,M04:00PM - 06:30PM,01/13/14 - 04/28/14,"Kumar, R; Murad, F",80,OPEN,HONR
264,ROSS 229,Biochem. genetics & medicine,3.00,90052,MW06:00PM - 08:00PM,01/13/14 - 04/28/14,"Dimri, G",10,OPEN,BIOC
265,,Biochemistry Seminar,1.00,90053,T12:00PM - 01:00PM,01/13/14 - 04/28/14,"Vanderhoek, J",10,OPEN,BIOC
266,ROSS 114,Struct/Funct of Protein/Enzyme,3.00,90055,T06:10PM - 09:00PM,01/13/14 - 04/28/14,"Hu, V",10,OPEN,BIOC
267,SEE DEPT,Proteomics and biomarkers,2.00,94121,T04:00PM - 06:00PM,01/13/14 - 04/28/14,"Mazumder, R; Eswaran, J",10,OPEN,BIOC
268,SEE DEPT,Next Generation Sequencing,2.00,97056,R04:00PM - 06:00PM,01/13/14 - 04/28/14,"Horvath, A",10,OPEN,BIOC
269,ROSS 529,Fndmntls of Molecular Biology,3.00,91787,MW04:30PM - 05:45PM,01/13/14 - 04/28/14,"Dimri, G",10,OPEN,BIOC
270,SEE DEPT,Carbohydrate & Lipid Methods,3.00,93162,R01:00PM - 05:00PM,01/13/14 - 04/28/14,"Vanderhoek, J",10,OPEN,BIOC
271,SEE DEPT,Special Topics,2.00,97137,R02:00PM - 04:00PM,01/13/14 - 04/28/14,,10,OPEN,BIOC
272,,Research,ARR,91401,,01/13/14 - 04/28/14,"Vanderhoek, J",10,OPEN,BIOC
273,,Advanced Reading,1.00 TO   6.00,90842,,01/13/14 - 04/28/14,"Vanderhoek, J",10,OPEN,BIOC
274,,Thesis Research,3.00,90059,,01/13/14 - 04/28/14,,10,OPEN,BIOC
275,,Thesis Research,3.00,90060,,01/13/14 - 04/28/14,,10,OPEN,BIOC
276,ROSS,Metabolism,4.00,91107,MW06:00PM - 08:00PM,01/13/14 - 04/28/14,"Walker, G; Elliott, M",10,OPEN,BIOC
277,MPA 309,Ecology&Evolution; of Organisms,3.00,93306,TR05:00PM - 05:50PM,01/13/14 - 04/28/14,"Scully, T",10,CLOSED,BISC
278,SCIE 201,Laboratory,0.00,93309,M02:10PM - 04:00PM,01/13/14 - 04/28/14,"Scully, T; Walker, I",M30,CLOSED,BISC
279,SCIE 201,Laboratory,0.00,93310,M04:30PM - 06:20PM,01/13/14 - 04/28/14,"Scully, T",M31,CLOSED,BISC
280,SCIE 201,Laboratory,0.00,93311,T09:30AM - 11:20AM,01/13/14 - 04/28/14,"Scully, T",M32,OPEN,BISC
281,SCIE 201,Laboratory,0.00,93312,T11:40AM - 01:30PM,01/13/14 - 04/28/14,"Scully, T",M33,OPEN,BISC
282,SCIE 201,Laboratory,0.00,93313,T04:00PM - 05:50PM,01/13/14 - 04/28/14,"Scully, T",M34,OPEN,BISC
283,SCIE 201,Laboratory,0.00,93314,R11:40AM - 01:30PM,01/13/14 - 04/28/14,"Scully, T",M35,OPEN,BISC
284,SCIE 201,Laboratory,0.00,93315,W10:10AM - 12:00PM,01/13/14 - 04/28/14,"Scully, T",M36,OPEN,BISC
285,SCIE 201,Laboratory,0.00,93316,W01:20PM - 03:10PM,01/13/14 - 04/28/14,"Scully, T",M37,CLOSED,BISC
286,SCIE 201,Laboratory,0.00,93317,W03:40PM - 05:30PM,01/13/14 - 04/28/14,"Scully, T",M38,CLOSED,BISC
287,SCIE 201,Laboratory,0.00,96719,R01:55PM - 03:40PM,01/13/14 - 04/28/14,"Scully, T",M39,OPEN,BISC
288,SCIE 201,Laboratory,0.00,93318,R04:00PM - 05:50PM,01/13/14 - 04/28/14,"Scully, T",M40,OPEN,BISC
289,SCIE 201,Laboratory,0.00,97795,T06:10PM - 08:00PM,01/13/14 - 04/28/14,"Scully, T",M41,OPEN,BISC
290,FNGR 108,Ecology&Evolution; of Organisms,3.00,93307,TR02:20PM - 03:10PM,01/13/14 - 04/28/14,"Scully, T",11,OPEN,BISC
291,SCIE 201,Laboratory,0.00,93309,M02:10PM - 04:00PM,01/13/14 - 04/28/14,"Scully, T; Walker, I",M30,CLOSED,BISC
292,SCIE 201,Laboratory,0.00,93310,M04:30PM - 06:20PM,01/13/14 - 04/28/14,"Scully, T",M31,CLOSED,BISC
293,SCIE 201,Laboratory,0.00,93311,T09:30AM - 11:20AM,01/13/14 - 04/28/14,"Scully, T",M32,OPEN,BISC
294,SCIE 201,Laboratory,0.00,93312,T11:40AM - 01:30PM,01/13/14 - 04/28/14,"Scully, T",M33,OPEN,BISC
295,SCIE 201,Laboratory,0.00,93313,T04:00PM - 05:50PM,01/13/14 - 04/28/14,"Scully, T",M34,OPEN,BISC
296,SCIE 201,Laboratory,0.00,93314,R11:40AM - 01:30PM,01/13/14 - 04/28/14,"Scully, T",M35,OPEN,BISC
297,SCIE 201,Laboratory,0.00,93315,W10:10AM - 12:00PM,01/13/14 - 04/28/14,"Scully, T",M36,OPEN,BISC
298,SCIE 201,Laboratory,0.00,93316,W01:20PM - 03:10PM,01/13/14 - 04/28/14,"Scully, T",M37,CLOSED,BISC
299,SCIE 201,Laboratory,0.00,93317,W03:40PM - 05:30PM,01/13/14 - 04/28/14,"Scully, T",M38,CLOSED,BISC
300,SCIE 201,Laboratory,0.00,96719,R01:55PM - 03:40PM,01/13/14 - 04/28/14,"Scully, T",M39,OPEN,BISC
301,SCIE 201,Laboratory,0.00,93318,R04:00PM - 05:50PM,01/13/14 - 04/28/14,"Scully, T",M40,OPEN,BISC
302,SCIE 201,Laboratory,0.00,97795,T06:10PM - 08:00PM,01/13/14 - 04/28/14,"Scully, T",M41,OPEN,BISC
303,FNGR 108,IntroBio-Bio of Organisms,4.00,92909,TR12:45PM - 02:00PM,01/13/14 - 04/28/14,"Doebel, H",10,OPEN,BISC
304,BELL 205,Laboratory,0.00,92910,M11:10AM - 02:00PM,01/13/14 - 04/28/14,"Doebel, H",30,CLOSED,BISC
305,BELL 205,Laboratory,0.00,92911,M02:20PM - 05:10PM,01/13/14 - 04/28/14,"Doebel, H",31,CLOSED,BISC
306,BELL 205,Laboratory,0.00,92912,M06:00PM - 08:50PM,01/13/14 - 04/28/14,"Doebel, H",32,CLOSED,BISC
307,BELL 205,Laboratory,0.00,92913,R06:00PM - 08:50PM,01/13/14 - 04/28/14,"Doebel, H",33,CLOSED,BISC
308,BELL 205,Laboratory,0.00,92914,T02:20PM - 05:10PM,01/13/14 - 04/28/14,"Doebel, H",34,CLOSED,BISC
309,BELL 205,Laboratory,0.00,92915,T06:00PM - 08:50PM,01/13/14 - 04/28/14,"Doebel, H",35,OPEN,BISC
310,BELL 205,Laboratory,0.00,92916,W08:00AM - 10:50AM,01/13/14 - 04/28/14,"Doebel, H",36,OPEN,BISC
311,BELL 205,Laboratory,0.00,92917,W02:20PM - 05:10PM,01/13/14 - 04/28/14,"Doebel, H",37,CLOSED,BISC
312,BELL 205,Laboratory,0.00,92918,W06:00PM - 08:50PM,01/13/14 - 04/28/14,"Doebel, H",38,CLOSED,BISC
313,BELL 205,Laboratory,0.00,92920,W11:10AM - 02:00PM,01/13/14 - 04/28/14,"Doebel, H",39,CLOSED,BISC
314,BELL 205,Laboratory,0.00,92919,R11:10AM - 02:00PM,01/13/14 - 04/28/14,"Doebel, H",40,OPEN,BISC
315,BELL 205,Laboratory,0.00,93230,R08:00AM - 10:50AM,01/13/14 - 04/28/14,"Doebel, H",41,OPEN,BISC
316,BELL 205,Laboratory,0.00,94164,T08:00AM - 10:50AM,01/13/14 - 04/28/14,"Doebel, H",42,CLOSED,BISC
317,PHIL B156,Intro Bio: Bio of Organisms,4.00,97400,TR09:35AM - 10:50AM,01/13/14 - 04/28/14,"Doebel, H",11,CLOSED,BISC
318,BELL 205,Laboratory,0.00,92910,M11:10AM - 02:00PM,01/13/14 - 04/28/14,"Doebel, H",30,CLOSED,BISC
319,BELL 205,Laboratory,0.00,92911,M02:20PM - 05:10PM,01/13/14 - 04/28/14,"Doebel, H",31,CLOSED,BISC
320,BELL 205,Laboratory,0.00,92912,M06:00PM - 08:50PM,01/13/14 - 04/28/14,"Doebel, H",32,CLOSED,BISC
321,BELL 205,Laboratory,0.00,92913,R06:00PM - 08:50PM,01/13/14 - 04/28/14,"Doebel, H",33,CLOSED,BISC
322,BELL 205,Laboratory,0.00,92914,T02:20PM - 05:10PM,01/13/14 - 04/28/14,"Doebel, H",34,CLOSED,BISC
323,BELL 205,Laboratory,0.00,92915,T06:00PM - 08:50PM,01/13/14 - 04/28/14,"Doebel, H",35,OPEN,BISC
324,BELL 205,Laboratory,0.00,92916,W08:00AM - 10:50AM,01/13/14 - 04/28/14,"Doebel, H",36,OPEN,BISC
325,BELL 205,Laboratory,0.00,92917,W02:20PM - 05:10PM,01/13/14 - 04/28/14,"Doebel, H",37,CLOSED,BISC
326,BELL 205,Laboratory,0.00,92918,W06:00PM - 08:50PM,01/13/14 - 04/28/14,"Doebel, H",38,CLOSED,BISC
327,BELL 205,Laboratory,0.00,92920,W11:10AM - 02:00PM,01/13/14 - 04/28/14,"Doebel, H",39,CLOSED,BISC
328,BELL 205,Laboratory,0.00,92919,R11:10AM - 02:00PM,01/13/14 - 04/28/14,"Doebel, H",40,OPEN,BISC
329,BELL 205,Laboratory,0.00,93230,R08:00AM - 10:50AM,01/13/14 - 04/28/14,"Doebel, H",41,OPEN,BISC
330,BELL 205,Laboratory,0.00,94164,T08:00AM - 10:50AM,01/13/14 - 04/28/14,"Doebel, H",42,CLOSED,BISC
331,SCIE 101ANDSCIE 101,Intro Bio: Bio of Organisms,4.00,97264,MW11:30AM - 12:45PMANDM01:00PM - 03:50PM,01/13/14 - 04/28/14,"Jordan, C",MV,CLOSED,BISC
332,,Cell Biology,3.00,90071,,01/13/14 - 04/28/14,,10,CANCELLED,BISC
333,2020 K 20,Genetics,3.00,90072,TR11:10AM - 12:25PM,01/13/14 - 04/28/14,"Manier, M",10,OPEN,BISC
334,BELL 207,Genetics Laboratory,1.00,92158,W01:15PM - 03:50PM,01/13/14 - 04/28/14,"Manier, M",10,CLOSED,BISC
335,2020 K 26,Biology of Cancer,3.00,94150,W07:10PM - 09:40PM,01/13/14 - 04/28/14,"Meerzaman, D",10,CLOSED,BISC
336,MON 114,Developmental Neurobiology,3.00,95976,MW11:10AM - 12:25PM,01/13/14 - 04/28/14,"O'Halloran, D",10,CLOSED,BISC
337,BELL 201ANDBELL 201,Histology,4.00,97253,MW12:45PM - 01:35PMANDMW01:45PM - 03:45PM,01/13/14 - 04/28/14,"Burns, J",10,CLOSED,BISC
338,MPA B07,Human Physiology,3.00,96720,MW12:45PM - 02:00PM,01/13/14 - 04/28/14,"Packer, R",80,OPEN,BISC
339,MPA B07,Human Physiology,3.00,97093,MW12:45PM - 02:00PM,01/13/14 - 04/28/14,"Packer, R",80,OPEN,BISC
340,MPA B07,Human Physiology,3.00,97093,MW12:45PM - 02:00PM,01/13/14 - 04/28/14,"Packer, R",80,OPEN,BISC
341,MPA B07,Human Physiology,3.00,96720,MW12:45PM - 02:00PM,01/13/14 - 04/28/14,"Packer, R",80,OPEN,BISC
342,BELL 207,Human Physiology Laboratory,1.00,94519,F01:00PM - 04:00PM,01/13/14 - 04/28/14,"Packer, R",10,OPEN,BISC
343,BELL 207,Human Physiology Laboratory,1.00,97800,F10:00AM - 01:00PM,01/13/14 - 04/28/14,"Packer, R",11,OPEN,BISC
344,BELL 201ANDBELL 201,Comparative Vertebrate Anatomy,4.00,93323,TR11:10AM - 12:25PMANDR01:00PM - 05:00PM,01/13/14 - 04/28/14,"Hernandez, L; Staab, K",10,CLOSED,BISC
345,BELL 201,Integrative Biology of Fishes,3.00,97801,WF11:10AM - 12:25PM,01/13/14 - 04/28/14,"Hernandez, L",10,OPEN,BISC
346,PHIL 108ANDBELL 204,Introductory Microbiology,4.00,92453,TR11:10AM - 12:25PMANDTR01:45PM - 03:35PM,01/13/14 - 04/28/14,"Morris, D",80,CLOSED,BISC
347,PHIL 108ANDBELL 204,Introductory Microbiology,4.00,92454,TR11:10AM - 12:25PMANDTR01:45PM - 03:35PM,01/13/14 - 04/28/14,"Morris, D",80,CLOSED,BISC
348,PHIL 108ANDBELL 204,Introductory Microbiology,4.00,92454,TR11:10AM - 12:25PMANDTR01:45PM - 03:35PM,01/13/14 - 04/28/14,"Morris, D",80,CLOSED,BISC
349,PHIL 108ANDBELL 204,Introductory Microbiology,4.00,92453,TR11:10AM - 12:25PMANDTR01:45PM - 03:35PM,01/13/14 - 04/28/14,"Morris, D",80,CLOSED,BISC
350,MPA B07,Organic Evolution,3.00,92424,MW03:45PM - 05:00PM,01/13/14 - 04/28/14,"Lipscomb, D",10,OPEN,BISC
351,,Lab Rotations,1.00,91106,,01/13/14 - 04/28/14,"Chiaramello, A",10,OPEN,BMSC
352,ROSS,Career Skills-Biomedical Sci,1.00,91544,W01:45PM - 03:00PM,01/13/14 - 04/28/14,"Werling, L",10,OPEN,BMSC
353,SEE DEPT,Molecular Basis of Human Disea,3.00,95602,MW08:30AM - 10:00AM,01/13/14 - 04/28/14,"Hoffman, E",10,OPEN,BMSC
354,SEE DEPT,Seminar in Systems Biology,2.00,96044,T03:00PM - 04:00PM,01/13/14 - 04/28/14,"Colberg-Poley, A",10,OPEN,BMSC
355,SEE DEPT,Readings and Research,ARR,96197,,01/13/14 - 04/28/14,"Colberg-Poley, A",10,OPEN,BMSC
356,SEE DEPT,Dissertation Research,3.00 TO  12.00,96198,,01/13/14 - 04/28/14,"Colberg-Poley, A",10,OPEN,BMSC
357,,Reading and Research,ARR,91725,,01/13/14 - 04/28/14,,10,OPEN,BIOS
358,,Thesis Research,3.00,91726,,01/13/14 - 04/28/14,,10,OPEN,BIOS
359,,Thesis Research,3.00,91727,,01/13/14 - 04/28/14,,10,OPEN,BIOS
360,,Advanced Reading and Research,ARR,91728,,01/13/14 - 04/28/14,,10,OPEN,BIOS
361,,Dissertation Research,3.00 TO  12.00,91729,,01/13/14 - 04/28/14,,10,OPEN,BIOS
362,DUQUES 451,First Year Development Course,1.00,90844,M03:55PM - 04:45PM,01/13/14 - 04/28/14,"Hammes, J; Espanola, M",10,OPEN,BADM
363,DUQUES 361,First Year Development Course,1.00,91502,T03:55PM - 04:45PM,01/13/14 - 04/28/14,"Meadows, S; Espanola, M",11,WAITLIST,BADM
364,DUQUES 254,First Year Development Course,1.00,93737,W09:35AM - 10:25AM,01/13/14 - 04/28/14,"Hopkins, A; Espanola, M",12,WAITLIST,BADM
365,FNGR 223,First Year Development Course,1.00,93738,R03:55PM - 04:45PM,01/13/14 - 04/28/14,"McLemore, N; Espanola, M",13,WAITLIST,BADM
366,DUQUES 651,First Year Development Course,1.00,93886,M05:00PM - 05:50PM,01/13/14 - 04/28/14,"Hammes, J; Espanola, M",14,WAITLIST,BADM
367,GOV 104,First Year Development Course,1.00,93897,R11:10AM - 12:00PM,01/13/14 - 04/28/14,"Espanola, M; Hopkins, A",15,WAITLIST,BADM
368,DUQUES 451,First Year Development Course,1.00,93887,T05:00PM - 05:50PM,01/13/14 - 04/28/14,"Meadows, S; Espanola, M",17,WAITLIST,BADM
369,DUQUES 353,First Year Development Course,1.00,93896,W11:10AM - 12:00PM,01/13/14 - 04/28/14,"Espanola, M",18,OPEN,BADM
370,ROME 206,First Year Development Course,1.00,93889,R05:00PM - 05:50PM,01/13/14 - 04/28/14,"McLemore, N; Espanola, M",19,OPEN,BADM
371,DUQUES 361,First Year Development Course,1.00,93890,R03:55PM - 04:45PM,01/13/14 - 04/28/14,"Espanola, M; Christian III, W",20,WAITLIST,BADM
372,FNGR 221,First Year Development Course,1.00,93891,R05:00PM - 05:50PM,01/13/14 - 04/28/14,"Espanola, M; Christian III, W",21,OPEN,BADM
